A,B,X,rA,rB,rX,TF,target
Tetramethylammoium,Cd,BH4,292,95,202.7175781,1.175,0
Thiazolium,Cd,BH4,320,95,202.9978396,1.241,0
Tropylium,Cd,BH4,333,95,202.9172139,1.272,0
Ammonium,Hg,BH4,146,102,203.3461137,0.809,1
Hydroxylammonium,Hg,BH4,216,102,203.4651174,0.971,1
Methylammonium,Hg,BH4,217,102,202.6809514,0.974,1
Hydrazinium,Hg,BH4,217,102,202.6809514,0.974,1
Azetidinium,Hg,BH4,250,102,203.2023134,1.05,0
Formamidinium,Hg,BH4,253,102,203.1591692,1.057,0
Imidazolium,Hg,BH4,258,102,202.8099609,1.069,0
Dimethylammonium,Hg,BH4,272,102,203.1795437,1.101,0
Pyrrolinium,Hg,BH4,272,102,203.1795437,1.101,0
Ethylammonium,Hg,BH4,274,102,202.8995586,1.106,0
Guanidinium,Hg,BH4,278,102,203.1063066,1.115,0
Tetramethylammoium,Hg,BH4,292,102,202.722964,1.148,0
Thiazolium,Hg,BH4,320,102,202.7071448,1.213,0
Tropylium,Hg,BH4,333,102,202.8026374,1.243,0
Ammonium,Ge,BH4,146,73,203.19405,0.894,1
Hydroxylammonium,Ge,BH4,216,73,203.3545879,1.073,0
Methylammonium,Ge,BH4,217,73,203.0239855,1.076,0
Hydrazinium,Ge,BH4,217,73,203.0239855,1.076,0
Azetidinium,Ge,BH4,250,73,202.7430494,1.161,0
Formamidinium,Ge,BH4,253,73,203.1577203,1.168,0
Imidazolium,Ge,BH4,258,73,203.0426808,1.181,0
Dimethylammonium,Ge,BH4,272,73,202.9680738,1.217,0
Pyrrolinium,Ge,BH4,272,73,202.9680738,1.217,0
Ethylammonium,Ge,BH4,274,73,203.0348317,1.222,0
Guanidinium,Ge,BH4,278,73,203.164532,1.232,0
Tetramethylammoium,Ge,BH4,292,73,203.088888,1.268,0
Thiazolium,Ge,BH4,320,73,202.9634165,1.34,0
Tropylium,Ge,BH4,333,73,203.0919588,1.373,0
Ammonium,Sn,BH4,146,115,203.1780529,0.776,0
Hydroxylammonium,Sn,BH4,216,115,202.5630874,0.932,1
Methylammonium,Sn,BH4,217,115,202.8803318,0.934,1
Hydrazinium,Sn,BH4,217,115,202.8803318,0.934,1
Azetidinium,Sn,BH4,250,115,203.3113504,1.007,0
Formamidinium,Sn,BH4,253,115,202.963154,1.014,0
Imidazolium,Sn,BH4,258,115,203.0824998,1.025,0
Dimethylammonium,Sn,BH4,272,115,203.1941026,1.056,0
Pyrrolinium,Sn,BH4,272,115,203.1941026,1.056,0
Ethylammonium,Sn,BH4,274,115,202.6946385,1.061,0
Guanidinium,Sn,BH4,278,115,202.6096972,1.07,0
Tetramethylammoium,Sn,BH4,292,115,202.7457603,1.101,0
Thiazolium,Sn,BH4,320,115,202.962374,1.163,0
Tropylium,Sn,BH4,333,115,202.9035555,1.192,0
Ammonium,Pb,BH4,146,119,205.1779525,0.766,0
Hydroxylammonium,Pb,BH4,216,119,203.1772782,0.92,1
Methylammonium,Pb,BH4,217,119,203.469294,0.922,1
Hydrazinium,Pb,BH4,217,119,203.469294,0.922,1
Azetidinium,Pb,BH4,250,119,202.7546725,0.995,1
Formamidinium,Pb,BH4,253,119,203.4038617,1.001,0
Imidazolium,Pb,BH4,258,119,203.3680834,1.012,0
Dimethylammonium,Pb,BH4,272,119,203.0884837,1.043,0
Pyrrolinium,Pb,BH4,272,119,203.0884837,1.043,0
Ethylammonium,Pb,BH4,274,119,203.4587753,1.047,0
Guanidinium,Pb,BH4,278,119,203.2475306,1.056,0
Tetramethylammoium,Pb,BH4,292,119,203.010152,1.087,0
Thiazolium,Pb,BH4,320,119,203.3648198,1.148,0
Tropylium,Pb,BH4,333,119,203.0324217,1.177,0
Ammonium,Eu,BH4,146,117,203.9432399,0.771,0
Hydroxylammonium,Eu,BH4,216,117,202.8069438,0.926,1
Methylammonium,Eu,BH4,217,117,203.1124892,0.928,1
Hydrazinium,Eu,BH4,217,117,203.1124892,0.928,1
Azetidinium,Eu,BH4,250,117,202.9978628,1.001,0
Formamidinium,Eu,BH4,253,117,202.603488,1.008,0
Imidazolium,Eu,BH4,258,117,202.6672776,1.019,0
Dimethylammonium,Eu,BH4,272,117,202.6375579,1.05,0
Pyrrolinium,Eu,BH4,272,117,202.6375579,1.05,0
Ethylammonium,Eu,BH4,274,117,203.0286389,1.054,0
Guanidinium,Eu,BH4,278,117,202.8830035,1.063,0
Tetramethylammoium,Eu,BH4,292,117,202.8393786,1.094,0
Thiazolium,Eu,BH4,320,117,202.770205,1.156,0
Tropylium,Eu,BH4,333,117,203.270993,1.184,0
Ammonium,Tm,BH4,146,103,204.4588122,0.806,1
Hydroxylammonium,Tm,BH4,216,103,203.2673175,0.968,1
Methylammonium,Tm,BH4,217,103,202.4651174,0.971,1
Hydrazinium,Tm,BH4,217,103,202.4651174,0.971,1
Azetidinium,Tm,BH4,250,103,202.8157418,1.047,0
Formamidinium,Tm,BH4,253,103,202.759846,1.054,0
Imidazolium,Tm,BH4,258,103,203.240927,1.065,0
Dimethylammonium,Tm,BH4,272,103,202.7127632,1.098,0
Pyrrolinium,Tm,BH4,272,103,202.7127632,1.098,0
Ethylammonium,Tm,BH4,274,103,203.1973562,1.102,0
Guanidinium,Tm,BH4,278,103,203.3772328,1.111,0
Tetramethylammoium,Tm,BH4,292,103,202.8943831,1.144,0
Thiazolium,Tm,BH4,320,103,202.7267278,1.209,0
Tropylium,Tm,BH4,333,103,202.7654317,1.239,0
Ammonium,Yb,BH4,146,102,203.3461137,0.809,1
Hydroxylammonium,Yb,BH4,216,102,203.4651174,0.971,1
Methylammonium,Yb,BH4,217,102,202.6809514,0.974,1
Hydrazinium,Yb,BH4,217,102,202.6809514,0.974,1
Azetidinium,Yb,BH4,250,102,203.2023134,1.05,0
Formamidinium,Yb,BH4,253,102,203.1591692,1.057,0
Imidazolium,Yb,BH4,258,102,202.8099609,1.069,0
Dimethylammonium,Yb,BH4,272,102,203.1795437,1.101,0
Pyrrolinium,Yb,BH4,272,102,203.1795437,1.101,0
Ethylammonium,Yb,BH4,274,102,202.8995586,1.106,0
Guanidinium,Yb,BH4,278,102,203.1063066,1.115,0
Tetramethylammoium,Yb,BH4,292,102,202.722964,1.148,0
Thiazolium,Yb,BH4,320,102,202.7071448,1.213,0
Tropylium,Yb,BH4,333,102,202.8026374,1.243,0
Ammonium,Be,HCOO,146,45,1944.729182,0.743,0
Hydroxylammonium,Be,HCOO,216,45,504.8817118,0.927,1
Methylammonium,Be,HCOO,217,45,500.6530576,0.93,1
Hydrazinium,Be,HCOO,217,45,500.6530576,0.93,1
Azetidinium,Be,HCOO,250,45,422.7639953,1.017,0
Formamidinium,Be,HCOO,253,45,419.1254585,1.024,0
Imidazolium,Be,HCOO,258,45,410.1732578,1.038,0
Dimethylammonium,Be,HCOO,272,45,392.4930664,1.074,0
Pyrrolinium,Be,HCOO,272,45,392.4930664,1.074,0
Ethylammonium,Be,HCOO,274,45,389.2461722,1.08,0
Guanidinium,Be,HCOO,278,45,385.2919768,1.09,0
Tetramethylammoium,Be,HCOO,292,45,370.9518828,1.127,0
Thiazolium,Be,HCOO,320,45,348.7174219,1.201,0
Tropylium,Be,HCOO,333,45,340.7726255,1.235,0
Ammonium,Mg,HCOO,146,72,-1701.746112,0.675,0
Hydroxylammonium,Mg,HCOO,216,72,682.8442938,0.842,1
Methylammonium,Mg,HCOO,217,72,671.549858,0.845,1
Hydrazinium,Mg,HCOO,217,72,671.549858,0.845,1
Azetidinium,Mg,HCOO,250,72,508.3086318,0.924,1
Formamidinium,Mg,HCOO,253,72,499.6400348,0.931,1
Imidazolium,Mg,HCOO,258,72,485.5482922,0.943,1
Dimethylammonium,Mg,HCOO,272,72,453.9387234,0.976,1
Pyrrolinium,Mg,HCOO,272,72,453.9387234,0.976,1
Ethylammonium,Mg,HCOO,274,72,449.5009354,0.981,1
Guanidinium,Mg,HCOO,278,72,441.094316,0.991,1
Tetramethylammoium,Mg,HCOO,292,72,418.9019273,1.024,0
Thiazolium,Mg,HCOO,320,72,384.8001547,1.091,0
Tropylium,Mg,HCOO,333,72,372.8249851,1.122,0
Ammonium,Ca,HCOO,146,100,-457.0196588,0.616,0
Hydroxylammonium,Ca,HCOO,216,100,1225.256437,0.769,0
Methylammonium,Ca,HCOO,217,100,1174.886574,0.772,0
Hydrazinium,Ca,HCOO,217,100,1174.886574,0.772,0
Azetidinium,Ca,HCOO,250,100,674.8084098,0.844,1
Formamidinium,Ca,HCOO,253,100,657.1201658,0.85,1
Imidazolium,Ca,HCOO,258,100,625.9765719,0.861,1
Dimethylammonium,Ca,HCOO,272,100,557.7978746,0.892,1
Pyrrolinium,Ca,HCOO,272,100,557.7978746,0.892,1
Ethylammonium,Ca,HCOO,274,100,551.3551979,0.896,1
Guanidinium,Ca,HCOO,278,100,536.0248613,0.905,1
Tetramethylammoium,Ca,HCOO,292,100,493.1346621,0.936,1
Thiazolium,Ca,HCOO,320,100,436.6234246,0.997,1
Tropylium,Ca,HCOO,333,100,418.2742829,1.025,0
Ammonium,Sr,HCOO,146,118,-278.8277764,0.584,0
Hydroxylammonium,Sr,HCOO,216,118,3047.202209,0.729,0
Methylammonium,Sr,HCOO,217,118,2811.851013,0.731,0
Hydrazinium,Sr,HCOO,217,118,2811.851013,0.731,0
Azetidinium,Sr,HCOO,250,118,897.7234268,0.799,0
Formamidinium,Sr,HCOO,253,118,857.1381824,0.805,1
Imidazolium,Sr,HCOO,258,118,791.10114,0.816,1
Dimethylammonium,Sr,HCOO,272,118,671.7012285,0.845,1
Pyrrolinium,Sr,HCOO,272,118,671.7012285,0.845,1
Ethylammonium,Sr,HCOO,274,118,659.4061283,0.849,1
Guanidinium,Sr,HCOO,278,118,636.7845452,0.857,1
Tetramethylammoium,Sr,HCOO,292,118,569.7654768,0.886,1
Thiazolium,Sr,HCOO,320,118,484.9533919,0.944,1
Tropylium,Sr,HCOO,333,118,458.0964933,0.971,1
Ammonium,Ba,HCOO,146,135,-186.4746892,0.556,0
Hydroxylammonium,Ba,HCOO,216,135,-4504.924886,0.694,0
Methylammonium,Ba,HCOO,217,135,-5355.482432,0.696,0
Hydrazinium,Ba,HCOO,217,135,-5355.482432,0.696,0
Azetidinium,Ba,HCOO,250,135,1373.859215,0.761,0
Formamidinium,Ba,HCOO,253,135,1258.122658,0.767,0
Imidazolium,Ba,HCOO,258,135,1109.385873,0.777,0
Dimethylammonium,Ba,HCOO,272,135,854.584674,0.805,1
Pyrrolinium,Ba,HCOO,272,135,854.584674,0.805,1
Ethylammonium,Ba,HCOO,274,135,829.6161318,0.809,1
Guanidinium,Ba,HCOO,278,135,785.1320227,0.817,1
Tetramethylammoium,Ba,HCOO,292,135,675.9661356,0.844,1
Thiazolium,Ba,HCOO,320,135,546.7059786,0.899,1
Tropylium,Ba,HCOO,333,135,507.5493342,0.925,1
Ammonium,Mn,HCOO,146,83,-876.9811601,0.651,0
Hydroxylammonium,Mn,HCOO,216,83,813.5803792,0.812,1
Methylammonium,Mn,HCOO,217,83,803.4202026,0.814,1
Hydrazinium,Mn,HCOO,217,83,803.4202026,0.814,1
Azetidinium,Mn,HCOO,250,83,559.1489233,0.891,1
Formamidinium,Mn,HCOO,253,83,550.0302554,0.897,1
Imidazolium,Mn,HCOO,258,83,529.9165082,0.909,1
Dimethylammonium,Mn,HCOO,272,83,488.3854481,0.941,1
Pyrrolinium,Mn,HCOO,272,83,488.3854481,0.941,1
Ethylammonium,Mn,HCOO,274,83,482.346291,0.946,1
Guanidinium,Mn,HCOO,278,83,473.2307149,0.955,1
Tetramethylammoium,Mn,HCOO,292,83,445.0060657,0.987,1
Thiazolium,Mn,HCOO,320,83,402.9020068,1.052,0
Tropylium,Mn,HCOO,333,83,388.5387914,1.082,0
Ammonium,Fe,HCOO,146,78,-1120.867446,0.661,0
Hydroxylammonium,Fe,HCOO,216,78,742.7426528,0.826,1
Methylammonium,Fe,HCOO,217,78,735.0136955,0.828,1
Hydrazinium,Fe,HCOO,217,78,735.0136955,0.828,1
Azetidinium,Fe,HCOO,250,78,536.585821,0.905,1
Formamidinium,Fe,HCOO,253,78,525.9423238,0.912,1
Imidazolium,Fe,HCOO,258,78,508.8289535,0.924,1
Dimethylammonium,Fe,HCOO,272,78,470.949332,0.957,1
Pyrrolinium,Fe,HCOO,272,78,470.949332,0.957,1
Ethylammonium,Fe,HCOO,274,78,465.7293693,0.962,1
Guanidinium,Fe,HCOO,278,78,457.9037147,0.971,1
Tetramethylammoium,Fe,HCOO,292,78,431.6810624,1.004,0
Thiazolium,Fe,HCOO,320,78,394.8462213,1.069,0
Tropylium,Fe,HCOO,333,78,380.9344396,1.1,0
Ammonium,Co,HCOO,146,74.5,-1401.249027,0.669,0
Hydroxylammonium,Co,HCOO,216,74.5,707.837097,0.835,1
Methylammonium,Co,HCOO,217,74.5,695.3085297,0.838,1
Hydrazinium,Co,HCOO,217,74.5,695.3085297,0.838,1
Azetidinium,Co,HCOO,250,74.5,519.5702183,0.916,1
Formamidinium,Co,HCOO,253,74.5,510.1342054,0.923,1
Imidazolium,Co,HCOO,258,74.5,494.8635599,0.935,1
Dimethylammonium,Co,HCOO,272,74.5,460.790223,0.968,1
Pyrrolinium,Co,HCOO,272,74.5,460.790223,0.968,1
Ethylammonium,Co,HCOO,274,74.5,456.0430634,0.973,1
Guanidinium,Co,HCOO,278,74.5,448.962276,0.982,1
Tetramethylammoium,Co,HCOO,292,74.5,423.3928495,1.016,0
Thiazolium,Co,HCOO,320,74.5,388.5510931,1.082,0
Tropylium,Co,HCOO,333,74.5,375.8329804,1.113,0
Ammonium,Ni,HCOO,146,69,-2237.626147,0.682,0
Hydroxylammonium,Ni,HCOO,216,69,653.3738387,0.851,1
Methylammonium,Ni,HCOO,217,69,648.3178059,0.853,1
Hydrazinium,Ni,HCOO,217,69,648.3178059,0.853,1
Azetidinium,Ni,HCOO,250,69,497.5788821,0.933,1
Formamidinium,Ni,HCOO,253,69,489.6579481,0.94,1
Imidazolium,Ni,HCOO,258,69,476.7202216,0.952,1
Dimethylammonium,Ni,HCOO,272,69,445.6868654,0.986,1
Pyrrolinium,Ni,HCOO,272,69,445.6868654,0.986,1
Ethylammonium,Ni,HCOO,274,69,441.6035669,0.991,1
Guanidinium,Ni,HCOO,278,69,433.8537843,1.001,0
Tetramethylammoium,Ni,HCOO,292,69,411.9029378,1.035,0
Thiazolium,Ni,HCOO,320,69,380.4475813,1.102,0
Tropylium,Ni,HCOO,333,69,368.2901279,1.134,0
Ammonium,Pd,HCOO,146,86,-758.2955295,0.644,0
Hydroxylammonium,Pd,HCOO,216,86,862.7132606,0.804,1
Methylammonium,Pd,HCOO,217,86,850.6768465,0.806,1
Hydrazinium,Pd,HCOO,217,86,850.6768465,0.806,1
Azetidinium,Pd,HCOO,250,86,577.0646568,0.882,1
Formamidinium,Pd,HCOO,253,86,563.2096474,0.889,1
Imidazolium,Pd,HCOO,258,86,544.5165475,0.9,1
Dimethylammonium,Pd,HCOO,272,86,498.819151,0.932,1
Pyrrolinium,Pd,HCOO,272,86,498.819151,0.932,1
Ethylammonium,Pd,HCOO,274,86,492.2513967,0.937,1
Guanidinium,Pd,HCOO,278,86,482.3062192,0.946,1
Tetramethylammoium,Pd,HCOO,292,86,451.7173986,0.978,1
Thiazolium,Pd,HCOO,320,86,408.0768505,1.042,0
Tropylium,Pd,HCOO,333,86,392.6479056,1.072,0
Ammonium,Pt,HCOO,146,80,-1011.391849,0.657,0
Hydroxylammonium,Pt,HCOO,216,80,771.8361267,0.82,1
Methylammonium,Pt,HCOO,217,80,763.162286,0.822,1
Hydrazinium,Pt,HCOO,217,80,763.162286,0.822,1
Azetidinium,Pt,HCOO,250,80,546.4325209,0.899,1
Formamidinium,Pt,HCOO,253,80,535.0510001,0.906,1
Imidazolium,Pt,HCOO,258,80,516.8186543,0.918,1
Dimethylammonium,Pt,HCOO,272,80,476.6555013,0.951,1
Pyrrolinium,Pt,HCOO,272,80,476.6555013,0.951,1
Ethylammonium,Pt,HCOO,274,80,473.3782497,0.955,1
Guanidinium,Pt,HCOO,278,80,462.8880345,0.965,1
Tetramethylammoium,Pt,HCOO,292,80,437.1098456,0.997,1
Thiazolium,Pt,HCOO,320,80,398.1878562,1.062,0
Tropylium,Pt,HCOO,333,80,383.5946083,1.093,0
Ammonium,Cu,HCOO,146,73,-1586.446688,0.673,0
Hydroxylammonium,Cu,HCOO,216,73,693.6525286,0.839,1
Methylammonium,Cu,HCOO,217,73,681.8442938,0.842,1
Hydrazinium,Cu,HCOO,217,73,681.8442938,0.842,1
Azetidinium,Cu,HCOO,250,73,512.1419739,0.921,1
Formamidinium,Cu,HCOO,253,73,503.2024805,0.928,1
Imidazolium,Cu,HCOO,258,73,488.6941326,0.94,1
Dimethylammonium,Cu,HCOO,272,73,456.2133815,0.973,1
Pyrrolinium,Cu,HCOO,272,73,456.2133815,0.973,1
Ethylammonium,Cu,HCOO,274,73,451.6660055,0.978,1
Guanidinium,Cu,HCOO,278,73,444.9006864,0.987,1
Tetramethylammoium,Cu,HCOO,292,73,420.3409701,1.021,0
Thiazolium,Cu,HCOO,320,73,386.7485986,1.087,0
Tropylium,Cu,HCOO,333,73,374.4344056,1.118,0
Ammonium,Zn,HCOO,146,74,-1446.03192,0.67,0
Hydroxylammonium,Zn,HCOO,216,74,699.0131245,0.837,1
Methylammonium,Zn,HCOO,217,74,692.6525286,0.839,1
Hydrazinium,Zn,HCOO,217,74,692.6525286,0.839,1
Azetidinium,Zn,HCOO,250,74,518.9243174,0.917,1
Formamidinium,Zn,HCOO,253,74,506.8905597,0.925,1
Imidazolium,Zn,HCOO,258,74,494.4207178,0.936,1
Dimethylammonium,Zn,HCOO,272,74,458.562777,0.97,1
Pyrrolinium,Zn,HCOO,272,74,458.562777,0.97,1
Ethylammonium,Zn,HCOO,274,74,453.9019636,0.975,1
Guanidinium,Zn,HCOO,278,74,446.9581657,0.984,1
Tetramethylammoium,Zn,HCOO,292,74,423.4270779,1.017,0
Thiazolium,Zn,HCOO,320,74,387.5319658,1.084,0
Tropylium,Zn,HCOO,333,74,374.9916671,1.115,0
Ammonium,Cd,HCOO,146,95,-539.6292321,0.626,0
Hydroxylammonium,Cd,HCOO,216,95,1062.885959,0.781,0
Methylammonium,Cd,HCOO,217,95,1026.906829,0.784,0
Hydrazinium,Cd,HCOO,217,95,1026.906829,0.784,0
Azetidinium,Cd,HCOO,250,95,636.1975282,0.857,1
Formamidinium,Cd,HCOO,253,95,617.0949667,0.864,1
Imidazolium,Cd,HCOO,258,95,591.4982764,0.875,1
Dimethylammonium,Cd,HCOO,272,95,534.2718325,0.906,1
Pyrrolinium,Cd,HCOO,272,95,534.2718325,0.906,1
Ethylammonium,Cd,HCOO,274,95,528.8360975,0.91,1
Guanidinium,Cd,HCOO,278,95,515.6875042,0.919,1
Tetramethylammoium,Cd,HCOO,292,95,478.5031903,0.95,1
Thiazolium,Cd,HCOO,320,95,426.81884,1.012,0
Tropylium,Cd,HCOO,333,95,409.0276485,1.041,0
Ammonium,Hg,HCOO,146,102,-432.6105892,0.613,0
Hydroxylammonium,Hg,HCOO,216,102,1290.394044,0.765,0
Methylammonium,Hg,HCOO,217,102,1255.704285,0.767,0
Hydrazinium,Hg,HCOO,217,102,1255.704285,0.767,0
Azetidinium,Hg,HCOO,250,102,691.4585611,0.839,1
Formamidinium,Hg,HCOO,253,102,672.3174384,0.845,1
Imidazolium,Hg,HCOO,258,102,638.8575001,0.856,1
Dimethylammonium,Hg,HCOO,272,102,569.9547761,0.886,1
Pyrrolinium,Hg,HCOO,272,102,569.9547761,0.886,1
Ethylammonium,Hg,HCOO,274,102,559.3749389,0.891,1
Guanidinium,Hg,HCOO,278,102,546.541904,0.899,1
Tetramethylammoium,Hg,HCOO,292,102,500.7562846,0.93,1
Thiazolium,Hg,HCOO,320,102,440.9833053,0.991,1
Tropylium,Hg,HCOO,333,102,421.7102207,1.019,0
Ammonium,Ge,HCOO,146,73,-1586.446688,0.673,0
Hydroxylammonium,Ge,HCOO,216,73,693.6525286,0.839,1
Methylammonium,Ge,HCOO,217,73,681.8442938,0.842,1
Hydrazinium,Ge,HCOO,217,73,681.8442938,0.842,1
Azetidinium,Ge,HCOO,250,73,512.1419739,0.921,1
Formamidinium,Ge,HCOO,253,73,503.2024805,0.928,1
Imidazolium,Ge,HCOO,258,73,488.6941326,0.94,1
Dimethylammonium,Ge,HCOO,272,73,456.2133815,0.973,1
Pyrrolinium,Ge,HCOO,272,73,456.2133815,0.973,1
Ethylammonium,Ge,HCOO,274,73,451.6660055,0.978,1
Guanidinium,Ge,HCOO,278,73,444.9006864,0.987,1
Tetramethylammoium,Ge,HCOO,292,73,420.3409701,1.021,0
Thiazolium,Ge,HCOO,320,73,386.7485986,1.087,0
Tropylium,Ge,HCOO,333,73,374.4344056,1.118,0
Ammonium,Sn,HCOO,146,115,-300.597389,0.589,0
Hydroxylammonium,Sn,HCOO,216,115,2445.39955,0.735,0
Methylammonium,Sn,HCOO,217,115,2297.750936,0.737,0
Hydrazinium,Sn,HCOO,217,115,2297.750936,0.737,0
Azetidinium,Sn,HCOO,250,115,850.2776662,0.806,1
Formamidinium,Sn,HCOO,253,115,806.5012717,0.813,1
Imidazolium,Sn,HCOO,258,115,757.495136,0.823,1
Dimethylammonium,Sn,HCOO,272,115,651.1902024,0.852,1
Pyrrolinium,Sn,HCOO,272,115,651.1902024,0.852,1
Ethylammonium,Sn,HCOO,274,115,640.1047597,0.856,1
Guanidinium,Sn,HCOO,278,115,614.9769186,0.865,1
Tetramethylammoium,Sn,HCOO,292,115,554.6759843,0.894,1
Thiazolium,Sn,HCOO,320,115,474.5115402,0.953,1
Tropylium,Sn,HCOO,333,115,449.8703144,0.98,1
Ammonium,Pb,HCOO,146,119,-271.6047022,0.582,0
Hydroxylammonium,Pb,HCOO,216,119,3328.876305,0.727,0
Methylammonium,Pb,HCOO,217,119,3046.202209,0.729,0
Hydrazinium,Pb,HCOO,217,119,3046.202209,0.729,0
Azetidinium,Pb,HCOO,250,119,911.4557959,0.797,0
Formamidinium,Pb,HCOO,253,119,869.1022856,0.803,1
Imidazolium,Pb,HCOO,258,119,809.1788172,0.813,1
Dimethylammonium,Pb,HCOO,272,119,683.0220621,0.842,1
Pyrrolinium,Pb,HCOO,272,119,683.0220621,0.842,1
Ethylammonium,Pb,HCOO,274,119,670.106567,0.846,1
Guanidinium,Pb,HCOO,278,119,641.2105026,0.855,1
Tetramethylammoium,Pb,HCOO,292,119,572.5441641,0.884,1
Thiazolium,Pb,HCOO,320,119,488.6638893,0.941,1
Tropylium,Pb,HCOO,333,119,461.010672,0.968,1
Ammonium,Eu,HCOO,146,117,-286.322448,0.586,0
Hydroxylammonium,Eu,HCOO,216,117,2812.851013,0.731,0
Methylammonium,Eu,HCOO,217,117,2613.85701,0.733,0
Hydrazinium,Eu,HCOO,217,117,2613.85701,0.733,0
Azetidinium,Eu,HCOO,250,117,874.0634614,0.802,1
Formamidinium,Eu,HCOO,253,117,836.1514939,0.808,1
Imidazolium,Eu,HCOO,258,117,782.081632,0.818,1
Dimethylammonium,Eu,HCOO,272,117,666.4657892,0.847,1
Pyrrolinium,Eu,HCOO,272,117,666.4657892,0.847,1
Ethylammonium,Eu,HCOO,274,117,654.5149161,0.851,1
Guanidinium,Eu,HCOO,278,117,627.5993528,0.86,1
Tetramethylammoium,Eu,HCOO,292,117,563.3095108,0.889,1
Thiazolium,Eu,HCOO,320,117,481.3607094,0.947,1
Tropylium,Eu,HCOO,333,117,455.2703088,0.974,1
Ammonium,Tm,HCOO,146,103,-419.3730094,0.611,0
Hydroxylammonium,Tm,HCOO,216,103,1352.609053,0.762,0
Methylammonium,Tm,HCOO,217,103,1313.867858,0.764,0
Hydrazinium,Tm,HCOO,217,103,1313.867858,0.764,0
Azetidinium,Tm,HCOO,250,103,703.4403837,0.836,1
Formamidinium,Tm,HCOO,253,103,683.2961394,0.842,1
Imidazolium,Tm,HCOO,258,103,648.2449994,0.853,1
Dimethylammonium,Tm,HCOO,272,103,572.5547037,0.884,1
Pyrrolinium,Tm,HCOO,272,103,572.5547037,0.884,1
Ethylammonium,Tm,HCOO,274,103,565.434452,0.888,1
Guanidinium,Tm,HCOO,278,103,548.6487923,0.897,1
Tetramethylammoium,Tm,HCOO,292,103,504.7639973,0.927,1
Thiazolium,Tm,HCOO,320,103,443.2651329,0.988,1
Tropylium,Tm,HCOO,333,103,423.5073811,1.016,0
Ammonium,Yb,HCOO,146,102,-432.6105892,0.613,0
Hydroxylammonium,Yb,HCOO,216,102,1290.394044,0.765,0
Methylammonium,Yb,HCOO,217,102,1255.704285,0.767,0
Hydrazinium,Yb,HCOO,217,102,1255.704285,0.767,0
Azetidinium,Yb,HCOO,250,102,691.4585611,0.839,1
Formamidinium,Yb,HCOO,253,102,672.3174384,0.845,1
Imidazolium,Yb,HCOO,258,102,638.8575001,0.856,1
Dimethylammonium,Yb,HCOO,272,102,569.9547761,0.886,1
Pyrrolinium,Yb,HCOO,272,102,569.9547761,0.886,1
Ethylammonium,Yb,HCOO,274,102,559.3749389,0.891,1
Guanidinium,Yb,HCOO,278,102,546.541904,0.899,1
Tetramethylammoium,Yb,HCOO,292,102,500.7562846,0.93,1
Thiazolium,Yb,HCOO,320,102,440.9833053,0.991,1
Tropylium,Yb,HCOO,333,102,421.7102207,1.019,0
Ammonium,Be,CN,146,45,451.3248824,0.851,1
Hydroxylammonium,Be,CN,216,45,301.568099,1.056,0
Methylammonium,Be,CN,217,45,301.6079133,1.058,0
Hydrazinium,Be,CN,217,45,301.6079133,1.058,0
Azetidinium,Be,CN,250,45,278.6416272,1.155,0
Formamidinium,Be,CN,253,45,277.6154819,1.163,0
Imidazolium,Be,CN,258,45,274.8469173,1.178,0
Dimethylammonium,Be,CN,272,45,268.5678173,1.219,0
Pyrrolinium,Be,CN,272,45,268.5678173,1.219,0
Ethylammonium,Be,CN,274,45,267.6657137,1.225,0
Guanidinium,Be,CN,278,45,266.5106682,1.236,0
Tetramethylammoium,Be,CN,292,45,261.4703513,1.277,0
Thiazolium,Be,CN,320,45,253.2917435,1.359,0
Tropylium,Be,CN,333,45,250.1859033,1.397,0
Ammonium,Mg,CN,146,72,816.4877217,0.766,0
Hydroxylammonium,Mg,CN,216,72,347.2104538,0.95,1
Methylammonium,Mg,CN,217,72,346.6742441,0.952,1
Hydrazinium,Mg,CN,217,72,346.6742441,0.952,1
Azetidinium,Mg,CN,250,72,307.2334399,1.039,0
Formamidinium,Mg,CN,253,72,304.5486344,1.047,0
Imidazolium,Mg,CN,258,72,300.6959156,1.06,0
Dimethylammonium,Mg,CN,272,72,290.7181736,1.097,0
Pyrrolinium,Mg,CN,272,72,290.7181736,1.097,0
Ethylammonium,Mg,CN,274,72,289.7068184,1.102,0
Guanidinium,Mg,CN,278,72,287.759043,1.112,0
Tetramethylammoium,Mg,CN,292,72,280.0386492,1.149,0
Thiazolium,Mg,CN,320,72,267.920114,1.223,0
Tropylium,Mg,CN,333,72,263.6194686,1.257,0
Ammonium,Ca,CN,146,100,-2581.685737,0.694,0
Hydroxylammonium,Ca,CN,216,100,436.4815212,0.86,1
Methylammonium,Ca,CN,217,100,430.6933427,0.863,1
Hydrazinium,Ca,CN,217,100,430.6933427,0.863,1
Azetidinium,Ca,CN,250,100,353.4805144,0.941,1
Formamidinium,Ca,CN,253,100,349.1091034,0.948,1
Imidazolium,Ca,CN,258,100,341.7788344,0.96,1
Dimethylammonium,Ca,CN,272,100,323.9290384,0.994,1
Pyrrolinium,Ca,CN,272,100,323.9290384,0.994,1
Ethylammonium,Ca,CN,274,100,322.9613204,0.998,1
